3.122000000000000000e+03 7.065000000000000000e+03 1.268700000000000000e+04 2.461400000000000000e+04 3.971000000000000000e+04 5.527200000000000000e+04 7.230400000000000000e+04 9.118200000000000000e+04 1.028890000000000000e+05 1.097340000000000000e+05 1.109880000000000000e+05 1.066140000000000000e+05 9.561700000000000000e+04 8.076800000000000000e+04 6.559500000000000000e+04 4.958200000000000000e+04 3.615400000000000000e+04 2.455500000000000000e+04 1.558300000000000000e+04 9.358000000000000000e+03 5.319000000000000000e+03 2.758000000000000000e+03 1.382000000000000000e+03 6.060000000000000000e+02 2.590000000000000000e+02 7.800000000000000000e+01 2.500000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.640000000000000000e+03 7.919000000000000000e+03 1.421600000000000000e+04 2.664200000000000000e+04 4.275500000000000000e+04 5.828700000000000000e+04 7.462600000000000000e+04 9.260200000000000000e+04 1.029880000000000000e+05 1.074570000000000000e+05 1.066140000000000000e+05 1.003780000000000000e+05 8.780000000000000000e+04 7.305600000000000000e+04 5.742500000000000000e+04 4.235800000000000000e+04 2.942300000000000000e+04 1.962600000000000000e+04 1.196400000000000000e+04 6.976000000000000000e+03 3.899000000000000000e+03 1.962000000000000000e+03 8.440000000000000000e+02 3.650000000000000000e+02 1.440000000000000000e+02 5.000000000000000000e+01 1.400000000000000000e+01 6.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.880000000000000000e+03 8.526000000000000000e+03 1.488800000000000000e+04 2.703600000000000000e+04 4.323300000000000000e+04 5.753600000000000000e+04 7.262200000000000000e+04 8.841700000000000000e+04 9.613700000000000000e+04 9.891000000000000000e+04 9.561700000000000000e+04 8.780000000000000000e+04 7.484800000000000000e+04 6.066300000000000000e+04 4.668700000000000000e+04 3.351100000000000000e+04 2.283500000000000000e+04 1.457300000000000000e+04 8.593000000000000000e+03 4.785000000000000000e+03 2.597000000000000000e+03 1.209000000000000000e+03 5.090000000000000000e+02 2.010000000000000000e+02 6.600000000000000000e+01 2.800000000000000000e+01 7.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.044000000000000000e+03 8.760000000000000000e+03 1.487600000000000000e+04 2.655400000000000000e+04 4.096700000000000000e+04 5.454600000000000000e+04 6.767100000000000000e+04 8.016900000000000000e+04 8.559600000000000000e+04 8.536200000000000000e+04 8.076800000000000000e+04 7.305600000000000000e+04 6.066300000000000000e+04 4.829800000000000000e+04 3.619500000000000000e+04 2.505500000000000000e+04 1.648600000000000000e+04 1.003800000000000000e+04 5.677000000000000000e+03 3.138000000000000000e+03 1.530000000000000000e+03 6.730000000000000000e+02 2.780000000000000000e+02 7.400000000000000000e+01 3.900000000000000000e+01 1.000000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.042000000000000000e+03 8.334000000000000000e+03 1.397600000000000000e+04 2.477200000000000000e+04 3.811600000000000000e+04 4.890200000000000000e+04 6.005200000000000000e+04 6.935700000000000000e+04 7.241100000000000000e+04 7.087800000000000000e+04 6.559500000000000000e+04 5.742500000000000000e+04 4.668700000000000000e+04 3.619500000000000000e+04 2.601200000000000000e+04 1.750800000000000000e+04 1.113500000000000000e+04 6.684000000000000000e+03 3.596000000000000000e+03 1.842000000000000000e+03 8.390000000000000000e+02 3.500000000000000000e+02 1.340000000000000000e+02 4.800000000000000000e+01 1.300000000000000000e+01 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.610000000000000000e+03 7.592000000000000000e+03 1.255300000000000000e+04 2.186500000000000000e+04 3.285600000000000000e+04 4.138000000000000000e+04 4.911900000000000000e+04 5.594900000000000000e+04 5.716900000000000000e+04 5.504200000000000000e+04 4.958200000000000000e+04 4.235800000000000000e+04 3.351100000000000000e+04 2.505500000000000000e+04 1.750800000000000000e+04 1.098000000000000000e+04 6.906000000000000000e+03 3.930000000000000000e+03 2.034000000000000000e+03 1.051000000000000000e+03 4.420000000000000000e+02 1.540000000000000000e+02 5.100000000000000000e+01 1.200000000000000000e+01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.119000000000000000e+03 6.587000000000000000e+03 1.104100000000000000e+04 1.840300000000000000e+04 2.695400000000000000e+04 3.348600000000000000e+04 3.900600000000000000e+04 4.384200000000000000e+04 4.379600000000000000e+04 4.058000000000000000e+04 3.615400000000000000e+04 2.942300000000000000e+04 2.283500000000000000e+04 1.648600000000000000e+04 1.113500000000000000e+04 6.906000000000000000e+03 4.004000000000000000e+03 2.133000000000000000e+03 9.960000000000000000e+02 4.510000000000000000e+02 1.700000000000000000e+02 6.700000000000000000e+01 2.000000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.837000000000000000e+03 5.573000000000000000e+03 8.879000000000000000e+03 1.479200000000000000e+04 2.125200000000000000e+04 2.600500000000000000e+04 2.938400000000000000e+04 3.195700000000000000e+04 3.101700000000000000e+04 2.842700000000000000e+04 2.455500000000000000e+04 1.962600000000000000e+04 1.457300000000000000e+04 1.003800000000000000e+04 6.684000000000000000e+03 3.930000000000000000e+03 2.133000000000000000e+03 1.108000000000000000e+03 5.020000000000000000e+02 1.960000000000000000e+02 7.900000000000000000e+01 2.800000000000000000e+01 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.112000000000000000e+03 4.334000000000000000e+03 6.840000000000000000e+03 1.107900000000000000e+04 1.581000000000000000e+04 1.847500000000000000e+04 2.096600000000000000e+04 2.213000000000000000e+04 2.089100000000000000e+04 1.849600000000000000e+04 1.558300000000000000e+04 1.196400000000000000e+04 8.593000000000000000e+03 5.677000000000000000e+03 3.596000000000000000e+03 2.034000000000000000e+03 9.960000000000000000e+02 5.020000000000000000e+02 1.800000000000000000e+02 6.600000000000000000e+01 2.000000000000000000e+01 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.658000000000000000e+03 3.257000000000000000e+03 5.154000000000000000e+03 8.307000000000000000e+03 1.106900000000000000e+04 1.307400000000000000e+04 1.428600000000000000e+04 1.483900000000000000e+04 1.359400000000000000e+04 1.154300000000000000e+04 9.358000000000000000e+03 6.976000000000000000e+03 4.785000000000000000e+03 3.138000000000000000e+03 1.842000000000000000e+03 1.051000000000000000e+03 4.510000000000000000e+02 1.960000000000000000e+02 6.600000000000000000e+01 2.200000000000000000e+01 5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.214000000000000000e+03 2.464000000000000000e+03 3.677000000000000000e+03 5.660000000000000000e+03 7.596000000000000000e+03 8.609000000000000000e+03 9.137000000000000000e+03 9.293000000000000000e+03 8.288000000000000000e+03 6.781000000000000000e+03 5.319000000000000000e+03 3.899000000000000000e+03 2.597000000000000000e+03 1.530000000000000000e+03 8.390000000000000000e+02 4.420000000000000000e+02 1.700000000000000000e+02 7.900000000000000000e+01 2.000000000000000000e+01 5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.110000000000000000e+02 1.567000000000000000e+03 2.441000000000000000e+03 3.769000000000000000e+03 4.873000000000000000e+03 5.428000000000000000e+03 5.542000000000000000e+03 5.339000000000000000e+03 4.604000000000000000e+03 3.818000000000000000e+03 2.758000000000000000e+03 1.962000000000000000e+03 1.209000000000000000e+03 6.730000000000000000e+02 3.500000000000000000e+02 1.540000000000000000e+02 6.700000000000000000e+01 2.800000000000000000e+01 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.290000000000000000e+02 1.029000000000000000e+03 1.437000000000000000e+03 2.300000000000000000e+03 2.911000000000000000e+03 3.059000000000000000e+03 3.137000000000000000e+03 2.840000000000000000e+03 2.458000000000000000e+03 1.838000000000000000e+03 1.382000000000000000e+03 8.440000000000000000e+02 5.090000000000000000e+02 2.780000000000000000e+02 1.340000000000000000e+02 5.100000000000000000e+01 2.000000000000000000e+01 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.150000000000000000e+02 6.460000000000000000e+02 9.100000000000000000e+02 1.320000000000000000e+03 1.639000000000000000e+03 1.777000000000000000e+03 1.665000000000000000e+03 1.567000000000000000e+03 1.256000000000000000e+03 9.230000000000000000e+02 6.060000000000000000e+02 3.650000000000000000e+02 2.010000000000000000e+02 7.400000000000000000e+01 4.800000000000000000e+01 1.200000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.080000000000000000e+02 3.520000000000000000e+02 5.410000000000000000e+02 7.830000000000000000e+02 9.180000000000000000e+02 8.880000000000000000e+02 8.660000000000000000e+02 7.060000000000000000e+02 5.640000000000000000e+02 4.370000000000000000e+02 2.590000000000000000e+02 1.440000000000000000e+02 6.600000000000000000e+01 3.900000000000000000e+01 1.300000000000000000e+01 5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.180000000000000000e+02 2.020000000000000000e+02 2.770000000000000000e+02 3.750000000000000000e+02 4.150000000000000000e+02 4.290000000000000000e+02 3.970000000000000000e+02 3.100000000000000000e+02 2.500000000000000000e+02 1.560000000000000000e+02 7.800000000000000000e+01 5.000000000000000000e+01 2.800000000000000000e+01 1.000000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 1.100000000000000000e+02 1.810000000000000000e+02 1.880000000000000000e+02 2.230000000000000000e+02 2.160000000000000000e+02 1.920000000000000000e+02 1.470000000000000000e+02 9.900000000000000000e+01 6.700000000000000000e+01 2.500000000000000000e+01 1.400000000000000000e+01 7.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 3.900000000000000000e+01 7.100000000000000000e+01 8.600000000000000000e+01 8.400000000000000000e+01 8.200000000000000000e+01 7.300000000000000000e+01 4.700000000000000000e+01 3.100000000000000000e+01 1.600000000000000000e+01 1.000000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 2.200000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 3.400000000000000000e+01 3.400000000000000000e+01 2.900000000000000000e+01 1.700000000000000000e+01 1.200000000000000000e+01 5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+01 1.400000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00 7.000000000000000000e+00 7.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
